
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
53 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 1314
53 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 1253
53 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 1273
53 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1969
53 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1800
53 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1732
53 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1631
53 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1599
53 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 1301
53 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 1216
53 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 1014
53 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 988
53 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 1036
53 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 2073
53 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 1913
53 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 1797
53 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1800
53 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 1782
53 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1359
53 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 1268
53 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 1140
53 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 1048
53 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1167
53 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1932
53 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1799
53 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1762
53 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1735
53 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1703
53 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 694
53 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 646
53 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 584
53 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 559
53 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 601
53 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 860
53 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 798
53 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 802
53 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 792
53 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 762
53 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 665
53 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 622
53 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 556
53 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 489
53 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 566
53 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 1072
53 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 1001
53 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 960
53 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 943
53 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 941
53 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1420
53 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 1353
53 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 1188
53 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 1193
53 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 1142
53 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 2110
53 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 1914
53 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1767
53 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 1696
53 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 1678
53 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 784
53 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 759
53 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 730
53 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 694
53 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 672
53 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 1109
53 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 1002
53 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 930
53 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 839
53 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 837
53 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 636
53 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 594
53 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 458
53 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 499
53 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 470
53 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 1001
53 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 912
53 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 837
53 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 857
53 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 841
54 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 2969
54 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 2750
54 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 2599
54 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 2289
54 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 2218
54 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 4148
54 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 4002
54 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 3680
54 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 3494
54 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 3402
54 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 1630
54 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 1452
54 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 1374
54 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 1294
54 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 1236
54 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 2066
54 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1943
54 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1769
54 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1712
54 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1601
54 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 1339
54 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 1298
54 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 1225
54 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 995
54 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 982
54 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 2082
54 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 2059
54 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 1911
54 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1782
54 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 1801
54 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1474
54 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 1339
54 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 1259
54 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 1112
54 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1035
54 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 2027
54 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1905
54 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1782
54 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1735
54 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1718
54 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 761
54 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 676
54 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 636
54 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 567
54 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 548
54 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 960
54 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 842
54 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 787
54 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 787
54 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 777
54 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 713
54 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 663
54 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 623
54 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 545
54 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 487
54 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 1067
54 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 1063
54 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 995
54 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 948
54 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 941
54 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1495
54 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 1411
54 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 1340
54 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 1177
54 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 1183
54 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 2121
54 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 2097
54 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1898
54 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 1759
54 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 1684
54 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 869
54 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 776
54 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 738
54 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 727
54 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 688
54 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 1106
54 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 1101
54 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 982
54 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 925
54 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 824
54 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 626
54 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 635
54 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 602
54 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 450
54 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 495
54 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 1015
54 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 996
54 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 916
54 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 834
54 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 860
55-59 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 14846
55-59 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 14780
55-59 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 14578
55-59 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 14108
55-59 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 13212
55-59 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 21363
55-59 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 21200
55-59 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 20990
55-59 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 20335
55-59 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 19079
55-59 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 8155
55-59 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 8082
55-59 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 7881
55-59 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 7580
55-59 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 7111
55-59 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 10392
55-59 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 10333
55-59 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 10216
55-59 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 9847
55-59 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 9206
55-59 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 6691
55-59 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 6698
55-59 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 6697
55-59 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 6528
55-59 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 6101
55-59 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 10971
55-59 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 10867
55-59 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 10774
55-59 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 10488
55-59 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 9873
55-59 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 7265
55-59 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 7282
55-59 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 7118
55-59 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 6836
55-59 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 6443
55-59 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 10188
55-59 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 10191
55-59 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 9990
55-59 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 9697
55-59 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 9144
55-59 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 3890
55-59 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 3856
55-59 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 3697
55-59 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 3510
55-59 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 3261
55-59 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 4802
55-59 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 4789
55-59 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 4641
55-59 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 4420
55-59 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 4136
55-59 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 3375
55-59 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 3426
55-59 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 3421
55-59 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 3326
55-59 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 3182
55-59 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 5386
55-59 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 5402
55-59 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 5349
55-59 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 5277
55-59 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 5008
55-59 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 7581
55-59 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 7498
55-59 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 7460
55-59 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 7272
55-59 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 6769
55-59 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 11175
55-59 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 11009
55-59 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 11000
55-59 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 10638
55-59 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 9935
55-59 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 4265
55-59 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 4226
55-59 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 4184
55-59 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 4070
55-59 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 3850
55-59 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 5590
55-59 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 5544
55-59 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 5575
55-59 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 5427
55-59 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 5070
55-59 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 3316
55-59 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 3272
55-59 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 3276
55-59 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 3202
55-59 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 2919
55-59 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 5585
55-59 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 5465
55-59 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 5425
55-59 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 5211
55-59 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 4865
55 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 3055
55 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 2952
55 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 2703
55 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 2576
55 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 2262
55 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 4334
55 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 4112
55 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 3969
55 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 3652
55 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 3466
55 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 1714
55 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 1611
55 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 1415
55 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 1353
55 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 1279
55 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 2141
55 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 2036
55 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1920
55 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1742
55 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1686
55 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 1341
55 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 1341
55 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 1288
55 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 1223
55 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 983
55 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 2193
55 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 2076
55 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 2049
55 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1910
55 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 1780
55 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1521
55 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 1467
55 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 1311
55 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 1243
55 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1093
55 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 2048
55 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 2005
55 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1890
55 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1756
55 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1722
55 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 806
55 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 752
